Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med,run_repeats_med
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1093,10,6.863018,6.798481,0.304082,0.044728,121.223126,121.223126,0.000000,0.000000,2609888.000000,2609888,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1085,10,5.732502,5.671947,0.253620,0.044715,120.925330,120.925330,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1594,10,6.979459,6.971254,0.311222,0.044644,134.010937,134.010937,0.000000,0.000000,2574512.000000,2574512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0583,10,6.700442,6.638502,0.296252,0.044626,120.262681,120.262681,0.000000,0.000000,2621760.000000,2621760,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1040,10,6.611635,6.613673,0.294884,0.044587,116.717814,116.717814,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1530,10,6.898965,6.910580,0.307997,0.044569,127.807482,127.807482,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0958,10,6.472869,6.535553,0.291153,0.044549,122.361232,122.361232,0.000000,0.000000,2624840.000000,2624840,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0573,10,6.599603,6.651684,0.295903,0.044485,121.515702,121.515702,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1465,10,6.723010,6.743874,0.299732,0.044445,115.628552,115.628552,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1170,10,6.664745,6.656071,0.295655,0.044419,115.819507,115.819507,0.000000,0.000000,2621168.000000,2621168,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0909,10,7.194180,7.153818,0.317510,0.044383,122.163697,122.163697,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1648,10,6.906571,6.912672,0.306583,0.044351,125.973066,125.973066,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0151,10,6.424872,6.374055,0.282256,0.044282,121.390744,121.390744,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1013,10,6.524489,6.510021,0.287768,0.044204,115.499813,115.499813,0.000000,0.000000,2574464.000000,2574464,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1635,10,6.812686,6.815574,0.300255,0.044054,123.498224,123.498224,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0329,10,6.574145,6.493727,0.285835,0.044017,120.077459,120.077459,0.000000,0.000000,2658928.000000,2658928,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0559,10,6.610965,6.614803,0.289788,0.043809,117.800568,117.800568,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0535,10,6.617858,6.561037,0.287014,0.043745,122.593558,122.593558,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0082,10,6.527893,6.458319,0.282226,0.043700,118.996653,118.996653,0.000000,0.000000,2636976.000000,2636976,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0604,10,6.545587,6.467412,0.282202,0.043634,123.364712,123.364712,0.000000,0.000000,2619824.000000,2619824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1400,10,6.567194,6.605259,0.288122,0.043620,116.810905,116.810905,0.000000,0.000000,2657128.000000,2657128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1051,10,6.555077,6.587989,0.287140,0.043585,114.179796,114.179796,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1405,10,6.648369,6.612751,0.287722,0.043510,117.871559,117.871559,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0448,10,6.533257,6.500476,0.282505,0.043459,121.190812,121.190812,0.000000,0.000000,2622352.000000,2622352,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1033,10,6.509383,6.547498,0.284321,0.043424,114.735391,114.735391,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0881,10,7.034213,7.019265,0.304564,0.043390,121.607064,121.607064,0.000000,0.000000,2650128.000000,2650128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0558,10,6.528085,6.499561,0.281583,0.043323,120.323027,120.323027,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0087,10,6.478617,6.484734,0.280619,0.043274,120.927570,120.927570,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0900,10,6.971071,6.986707,0.302283,0.043265,121.061289,121.061289,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0585,10,6.674882,6.652468,0.287349,0.043194,118.864434,118.864434,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0859,10,7.125638,7.137945,0.308098,0.043163,129.806742,129.806742,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0212,10,6.448724,6.498943,0.280475,0.043157,118.254479,118.254479,0.000000,0.000000,2623288.000000,2623288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0260,10,6.479813,6.475447,0.279413,0.043150,122.001267,122.001267,0.000000,0.000000,2628232.000000,2628232,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1413,10,6.737187,6.738544,0.290077,0.043047,121.513696,121.513696,0.000000,0.000000,2621760.000000,2621760,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0245,10,6.281504,6.259453,0.268612,0.042913,124.893677,124.893677,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0363,10,6.536637,6.584893,0.282173,0.042852,123.301096,123.301096,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1434,10,6.820564,6.812633,0.291684,0.042815,120.768031,120.768031,0.000000,0.000000,2619824.000000,2619824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0384,10,6.432592,6.407972,0.274272,0.042802,120.501905,120.501905,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0452,10,6.627095,6.630064,0.283659,0.042784,116.571453,116.571453,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0688,10,6.606614,6.652145,0.284059,0.042702,124.305093,124.305093,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0679,10,6.572772,6.528927,0.277867,0.042559,123.876191,123.876191,0.000000,0.000000,2625984.000000,2625984,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0120,10,6.538807,6.575295,0.279822,0.042557,121.497290,121.497290,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0399,10,6.471005,6.532988,0.278008,0.042554,120.024440,120.024440,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0502,10,6.568234,6.481785,0.275541,0.042510,117.923889,117.923889,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0635,10,6.799597,6.788523,0.288277,0.042465,116.883148,116.883148,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0598,10,6.543753,6.507601,0.275680,0.042363,120.202496,120.202496,0.000000,0.000000,2574512.000000,2574512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0779,10,6.545033,6.563517,0.277812,0.042327,119.833274,119.833274,0.000000,0.000000,2620768.000000,2620768,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0620,10,6.671988,6.716280,0.284235,0.042320,120.353212,120.353212,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0160,10,6.617521,6.610053,0.279291,0.042252,116.417080,116.417080,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0729,10,6.681473,6.656789,0.281229,0.042247,124.374092,124.374092,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0674,10,6.502856,6.485778,0.273329,0.042143,119.415951,119.415951,0.000000,0.000000,2623824.000000,2623824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0054,10,6.579125,6.627162,0.278914,0.042086,121.282464,121.282464,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1512,10,6.721996,6.652412,0.279361,0.041994,118.514062,118.514062,0.000000,0.000000,2630512.000000,2630512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0039,10,6.520453,6.543109,0.274708,0.041984,119.480496,119.480496,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0533,10,6.644780,6.606191,0.277075,0.041942,120.852311,120.852311,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0667,10,6.568913,6.491841,0.272232,0.041934,120.683812,120.683812,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0612,10,6.713272,6.683630,0.279319,0.041792,120.245204,120.245204,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0414,10,6.449053,6.436144,0.268927,0.041784,125.020088,125.020088,0.000000,0.000000,2639168.000000,2639168,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0216,10,6.499137,6.460898,0.269582,0.041725,119.935668,119.935668,0.000000,0.000000,2623176.000000,2623176,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0719,10,6.718805,6.690844,0.279076,0.041710,121.642610,121.642610,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0073,10,6.693690,6.629132,0.276342,0.041686,117.844870,117.844870,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1462,10,6.770429,6.804672,0.283452,0.041655,117.502886,117.502886,0.000000,0.000000,2621472.000000,2621472,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1650,10,6.984463,6.961819,0.289806,0.041628,129.587364,129.587364,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0801,10,6.642126,6.655926,0.277063,0.041627,125.599022,125.599022,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1437,10,6.662506,6.594803,0.274257,0.041587,116.202358,116.202358,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0608,10,6.692340,6.665596,0.276932,0.041546,118.988473,118.988473,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1590,10,7.532618,7.527927,0.312230,0.041476,138.400491,138.400491,0.000000,0.000000,2606864.000000,2606864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0799,10,6.714095,6.732695,0.279104,0.041455,120.712576,120.712576,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1168,10,6.779685,6.841463,0.283359,0.041418,122.442974,122.442974,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1509,10,6.752641,6.721122,0.278221,0.041395,123.012679,123.012679,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0315,10,6.526871,6.565441,0.271532,0.041358,118.123697,118.123697,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1339,10,6.537099,6.509590,0.269049,0.041331,123.334209,123.334209,0.000000,0.000000,2627104.000000,2627104,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0472,10,6.548629,6.538384,0.270186,0.041323,117.124216,117.124216,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0829,10,6.584974,6.574817,0.271491,0.041293,116.222507,116.222507,0.000000,0.000000,2636976.000000,2636976,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0213,10,6.132629,6.113125,0.251948,0.041214,127.760202,127.760202,0.000000,0.000000,2626568.000000,2626568,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1077,10,6.449067,6.453286,0.265413,0.041128,121.190721,121.190721,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1059,10,6.542990,6.599033,0.271387,0.041125,116.244893,116.244893,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1463,10,6.675018,6.633935,0.272797,0.041121,117.392927,117.392927,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0775,10,6.468373,6.468955,0.265817,0.041091,121.331054,121.331054,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0947,10,6.538729,6.567003,0.269560,0.041048,116.743025,116.743025,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0871,10,7.336807,7.353858,0.301708,0.041027,126.064034,126.064034,0.000000,0.000000,2651776.000000,2651776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0168,10,6.382472,6.315734,0.258815,0.040979,120.130934,120.130934,0.000000,0.000000,2623432.000000,2623432,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1589,10,7.118374,7.181593,0.294226,0.040969,136.661370,136.661370,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1382,10,6.732753,6.740150,0.276120,0.040966,117.288832,117.288832,0.000000,0.000000,2629544.000000,2629544,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0657,10,6.388758,6.334868,0.259020,0.040888,118.999572,118.999572,0.000000,0.000000,2631616.000000,2631616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0793,10,6.760332,6.729338,0.274616,0.040809,119.558378,119.558378,0.000000,0.000000,2621808.000000,2621808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0485,10,6.581518,6.599659,0.269248,0.040797,118.494207,118.494207,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0418,10,6.498095,6.466170,0.263725,0.040785,117.599487,117.599487,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0349,10,6.471398,6.484813,0.264256,0.040750,119.734272,119.734272,0.000000,0.000000,2576624.000000,2576624,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0870,10,7.275537,7.223691,0.293936,0.040691,126.930177,126.930177,0.000000,0.000000,2649600.000000,2649600,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0085,10,6.508593,6.504815,0.264606,0.040678,117.677131,117.677131,0.000000,0.000000,2621760.000000,2621760,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0016,10,6.536646,6.492087,0.264008,0.040666,121.035791,121.035791,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1075,10,6.550791,6.553202,0.266177,0.040618,120.554978,120.554978,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0474,10,6.576655,6.547026,0.265729,0.040588,115.714988,115.714988,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1100,10,5.741341,5.810282,0.235431,0.040520,120.278982,120.278982,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_069_disable-vp,10,6.605507,6.625776,0.267943,0.040439,122.649534,122.649534,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1660,10,6.895445,6.953459,0.281035,0.040417,126.024657,126.024657,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1609,10,6.917930,6.934268,0.280264,0.040417,126.728421,126.728421,0.000000,0.000000,2620768.000000,2620768,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1289,10,6.693207,6.731067,0.271939,0.040401,121.165292,121.165292,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1035,10,6.691287,6.658952,0.269008,0.040398,116.106396,116.106396,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0942,10,6.577990,6.630768,0.267548,0.040349,121.416645,121.416645,0.000000,0.000000,2621512.000000,2621512,75
