Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
rg,EXP_DBL_1351,10,10.052165,9.761774,0.720725,0.073831,48.977799,48.977799,0.000000,0.000000,24203040.000000,24203040
rg,EXP_DBL_1152,10,11.617525,11.768671,0.865515,0.073544,52.708614,52.708614,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0270,10,11.816674,11.733083,0.858358,0.073157,52.341536,52.341536,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0491,10,13.022242,13.397433,0.971233,0.072494,54.901054,54.901054,0.000000,0.000000,24257816.000000,24257816
rg,EXP_DBL_0545,10,13.796484,14.148376,1.024753,0.072429,56.541628,56.541628,0.000000,0.000000,24407784.000000,24407784
rg,EXP_DBL_1185,10,11.639626,11.479491,0.826076,0.071961,52.915427,52.915427,0.000000,0.000000,24252728.000000,24252728
rg,EXP_DBL_0262,10,11.800552,11.833018,0.849440,0.071786,51.457155,51.457155,0.000000,0.000000,24260976.000000,24260976
rg,EXP_DBL_1197,10,11.439275,11.447045,0.820862,0.071710,51.155718,51.155718,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_0294,10,11.564378,11.715619,0.835571,0.071321,52.003813,52.003813,0.000000,0.000000,24248040.000000,24248040
rg,EXP_DBL_0273,10,11.929746,12.150265,0.863514,0.071070,50.891333,50.891333,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0352,10,13.327255,13.688287,0.966032,0.070574,53.754713,53.754713,0.000000,0.000000,24212848.000000,24212848
rg,EXP_DBL_0252,10,11.588291,11.452660,0.805916,0.070369,50.911869,50.911869,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0561,10,13.713746,13.677903,0.960509,0.070223,56.306916,56.306916,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1454,10,10.553490,10.489452,0.734379,0.070011,45.890711,45.890711,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1127,10,11.266800,11.236014,0.786264,0.069977,51.564262,51.564262,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0241,10,12.030064,11.957346,0.832738,0.069642,50.177642,50.177642,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_1133,10,11.270102,11.331492,0.789125,0.069640,51.271319,51.271319,0.000000,0.000000,24190256.000000,24190256
rg,EXP_DBL_1341,10,10.151073,10.145920,0.703954,0.069383,48.349351,48.349351,0.000000,0.000000,24244616.000000,24244616
rg,EXP_ABL_004_disable-loop-idiom-vectorize-all,10,10.454254,10.562497,0.732385,0.069338,45.851555,45.851555,0.000000,0.000000,24233072.000000,24233072
